Epoch, Loss, Acc
0, 0.689,  52.602%
1, 0.676,  57.236%
2, 0.665,  60.327%
3, 0.657,  61.424%
4, 0.646,  62.929%
5, 0.641,  63.139%
6, 0.632,  64.323%
7, 0.627,  64.590%
8, 0.619,  65.958%
9, 0.613,  66.333%
10, 0.607,  67.384%
11, 0.602,  67.127%
12, 0.594,  68.321%
13, 0.588,  68.636%
14, 0.583,  69.051%
15, 0.578,  69.535%
16, 0.572,  70.487%
17, 0.565,  70.552%
18, 0.562,  70.794%
19, 0.558,  71.202%
20, 0.555,  71.846%
21, 0.552,  71.889%
22, 0.545,  72.745%
23, 0.543,  72.905%
24, 0.537,  73.446%
25, 0.536,  73.192%
26, 0.528,  73.675%
27, 0.524,  74.406%
28, 0.524,  74.214%
29, 0.517,  74.653%
30, 0.517,  74.810%
31, 0.513,  75.107%
32, 0.503,  75.602%
33, 0.507,  75.455%
34, 0.500,  76.018%
35, 0.498,  76.105%
36, 0.496,  76.170%
37, 0.490,  76.947%
38, 0.491,  76.414%
39, 0.486,  76.861%
40, 0.483,  77.111%
41, 0.483,  77.196%
42, 0.482,  77.158%
43, 0.474,  77.865%
44, 0.468,  78.143%
45, 0.468,  77.986%
46, 0.468,  77.945%
47, 0.458,  78.903%
48, 0.467,  78.087%
49, 0.459,  78.659%
50, 0.461,  78.638%
51, 0.457,  78.578%
52, 0.453,  79.040%
53, 0.449,  79.190%
54, 0.451,  79.168%
55, 0.444,  79.505%
56, 0.450,  79.646%
57, 0.448,  79.228%
58, 0.440,  79.628%
59, 0.433,  80.234%
60, 0.434,  80.038%
61, 0.430,  80.448%
62, 0.440,  79.661%
63, 0.432,  80.251%
64, 0.430,  80.430%
65, 0.425,  80.491%
66, 0.424,  80.638%
67, 0.428,  80.549%
68, 0.431,  80.382%
69, 0.425,  80.521%
70, 0.423,  80.715%
71, 0.421,  80.911%
72, 0.413,  81.378%
73, 0.422,  80.762%
74, 0.410,  81.523%
75, 0.420,  80.814%
76, 0.418,  80.907%
77, 0.420,  80.695%
78, 0.412,  81.380%
79, 0.412,  81.495%
80, 0.413,  81.141%
81, 0.409,  81.600%
