Epoch, Loss, Acc
0, 0.687,  54.012%
1, 0.673,  57.622%
2, 0.662,  60.162%
3, 0.653,  62.200%
4, 0.645,  63.059%
5, 0.637,  63.624%
6, 0.631,  64.265%
7, 0.621,  65.578%
8, 0.617,  65.790%
9, 0.611,  66.648%
10, 0.605,  67.149%
11, 0.599,  67.788%
12, 0.593,  68.323%
13, 0.589,  68.378%
14, 0.584,  68.873%
15, 0.579,  69.469%
16, 0.572,  70.418%
17, 0.571,  70.071%
18, 0.568,  70.408%
19, 0.558,  71.372%
20, 0.554,  71.610%
21, 0.550,  71.764%
22, 0.551,  71.901%
23, 0.540,  73.002%
24, 0.537,  73.125%
25, 0.538,  72.988%
26, 0.531,  73.648%
27, 0.528,  73.861%
28, 0.527,  73.582%
29, 0.520,  74.457%
30, 0.515,  74.400%
31, 0.512,  74.980%
32, 0.511,  74.994%
33, 0.506,  75.299%
34, 0.504,  75.248%
35, 0.497,  76.105%
36, 0.499,  75.873%
37, 0.499,  75.883%
38, 0.488,  76.943%
39, 0.488,  76.863%
40, 0.485,  76.960%
41, 0.484,  76.857%
42, 0.478,  77.455%
43, 0.475,  77.713%
44, 0.475,  77.657%
45, 0.471,  77.758%
46, 0.475,  77.378%
47, 0.462,  78.477%
48, 0.460,  78.657%
49, 0.464,  78.095%
50, 0.461,  78.570%
51, 0.454,  78.754%
52, 0.449,  79.236%
53, 0.451,  78.976%
54, 0.451,  78.941%
55, 0.449,  79.251%
56, 0.441,  79.871%
57, 0.441,  80.073%
58, 0.431,  80.469%
59, 0.440,  79.745%
60, 0.431,  80.311%
61, 0.435,  79.800%
62, 0.433,  80.257%
63, 0.434,  80.204%
64, 0.427,  80.446%
65, 0.417,  81.143%
66, 0.425,  80.465%
67, 0.418,  81.030%
68, 0.428,  80.444%
69, 0.417,  80.895%
70, 0.412,  81.517%
71, 0.415,  81.168%
72, 0.417,  81.044%
73, 0.419,  80.984%
74, 0.417,  80.919%
75, 0.419,  81.008%
76, 0.411,  81.366%
77, 0.411,  81.273%
78, 0.413,  81.265%
79, 0.416,  80.808%
80, 0.410,  81.521%
81, 0.408,  81.620%
82, 0.408,  81.519%
83, 0.405,  81.743%
84, 0.399,  82.067%
85, 0.406,  81.465%
86, 0.399,  82.103%
87, 0.406,  81.549%
88, 0.402,  81.885%
89, 0.399,  82.032%
90, 0.397,  82.228%
91, 0.406,  81.685%
