Epoch, Loss, Acc
0, 0.689,  52.840%
1, 0.678,  56.234%
2, 0.668,  59.545%
3, 0.660,  61.463%
4, 0.651,  62.501%
5, 0.646,  62.915%
6, 0.636,  64.364%
7, 0.630,  64.808%
8, 0.623,  65.764%
9, 0.617,  66.036%
10, 0.611,  66.824%
11, 0.604,  67.523%
12, 0.598,  68.143%
13, 0.590,  69.028%
14, 0.585,  69.315%
15, 0.579,  69.766%
16, 0.575,  70.174%
17, 0.569,  70.891%
18, 0.563,  70.913%
19, 0.558,  71.863%
20, 0.554,  71.798%
21, 0.547,  72.386%
22, 0.544,  72.515%
23, 0.537,  73.071%
24, 0.535,  73.234%
25, 0.530,  73.667%
26, 0.528,  74.101%
27, 0.522,  74.406%
28, 0.514,  75.044%
29, 0.515,  74.745%
30, 0.509,  75.584%
31, 0.508,  75.487%
32, 0.498,  75.705%
33, 0.498,  75.830%
34, 0.497,  75.855%
35, 0.495,  76.170%
36, 0.489,  76.703%
37, 0.488,  76.501%
38, 0.486,  76.602%
39, 0.480,  77.162%
40, 0.473,  77.541%
41, 0.479,  77.097%
42, 0.474,  77.566%
43, 0.468,  77.956%
44, 0.463,  78.420%
45, 0.469,  77.741%
46, 0.464,  78.339%
47, 0.454,  78.816%
48, 0.458,  78.687%
49, 0.451,  78.923%
50, 0.450,  79.067%
51, 0.450,  79.162%
52, 0.449,  79.129%
53, 0.444,  79.509%
54, 0.441,  79.881%
55, 0.432,  80.248%
56, 0.438,  79.697%
57, 0.436,  80.008%
58, 0.437,  79.875%
59, 0.427,  80.319%
60, 0.432,  80.224%
61, 0.423,  80.764%
62, 0.431,  80.127%
63, 0.426,  80.535%
64, 0.425,  80.766%
65, 0.431,  80.123%
66, 0.418,  81.246%
67, 0.416,  81.244%
68, 0.409,  81.630%
69, 0.418,  80.897%
70, 0.416,  81.109%
71, 0.410,  81.475%
72, 0.413,  81.196%
73, 0.417,  80.984%
74, 0.408,  81.495%
75, 0.415,  81.117%
76, 0.417,  80.885%
77, 0.407,  81.465%
78, 0.410,  81.366%
79, 0.410,  81.281%
80, 0.405,  81.608%
81, 0.401,  81.943%
82, 0.400,  81.962%
83, 0.393,  82.303%
84, 0.398,  82.040%
85, 0.408,  81.511%
86, 0.407,  81.568%
87, 0.408,  81.392%
88, 0.402,  81.883%
89, 0.396,  82.085%
90, 0.405,  81.661%
91, 0.400,  81.925%
92, 0.397,  82.119%
93, 0.384,  82.923%
94, 0.402,  81.804%
95, 0.391,  82.697%
96, 0.397,  81.943%
97, 0.395,  82.248%
98, 0.392,  82.436%
99, 0.395,  82.160%
100, 0.387,  82.745%
101, 0.392,  82.493%
102, 0.390,  82.349%
103, 0.385,  82.958%
104, 0.386,  82.808%
105, 0.389,  82.412%
106, 0.391,  82.394%
107, 0.391,  82.323%
108, 0.384,  82.691%
109, 0.395,  82.113%
110, 0.388,  82.523%
111, 0.387,  82.592%
112, 0.384,  82.826%
113, 0.390,  82.493%
114, 0.396,  81.939%
115, 0.381,  83.101%
116, 0.375,  83.277%
117, 0.394,  82.145%
118, 0.381,  83.111%
119, 0.380,  82.964%
120, 0.367,  83.624%
121, 0.386,  82.545%
122, 0.393,  82.295%
123, 0.386,  82.515%
124, 0.379,  83.133%
125, 0.381,  83.020%
126, 0.382,  82.889%
127, 0.376,  83.192%
128, 0.385,  82.772%
129, 0.375,  83.255%
130, 0.385,  82.489%
131, 0.387,  82.525%
132, 0.384,  82.802%
133, 0.367,  83.899%
134, 0.379,  83.038%
135, 0.378,  82.990%
136, 0.387,  82.531%
137, 0.385,  82.810%
138, 0.377,  83.048%
139, 0.374,  83.321%
140, 0.383,  82.770%
141, 0.365,  83.907%
142, 0.379,  83.040%
143, 0.369,  83.723%
144, 0.367,  83.648%
145, 0.379,  82.887%
146, 0.372,  83.533%
147, 0.370,  83.642%
148, 0.371,  83.453%
149, 0.379,  82.947%
150, 0.385,  82.778%
151, 0.373,  83.616%
152, 0.372,  83.224%
153, 0.374,  83.430%
154, 0.379,  82.915%
155, 0.369,  83.582%
156, 0.373,  83.341%
157, 0.364,  83.800%
158, 0.370,  83.515%
159, 0.370,  83.234%
160, 0.368,  83.687%
161, 0.372,  83.368%
162, 0.367,  83.521%
163, 0.379,  82.869%
164, 0.372,  83.358%
165, 0.365,  83.846%
166, 0.356,  84.253%
167, 0.365,  83.802%
168, 0.366,  83.616%
169, 0.374,  83.263%
170, 0.366,  83.857%
171, 0.358,  84.139%
172, 0.376,  83.022%
173, 0.371,  83.386%
174, 0.376,  83.297%
175, 0.366,  83.533%
176, 0.357,  84.329%
177, 0.360,  84.220%
178, 0.365,  84.061%
179, 0.367,  83.665%
180, 0.373,  83.291%
181, 0.360,  83.998%
182, 0.364,  83.822%
183, 0.360,  83.863%
184, 0.372,  83.479%
185, 0.367,  83.715%
186, 0.358,  84.275%
187, 0.363,  83.778%
188, 0.358,  84.091%
189, 0.359,  83.978%
190, 0.366,  83.762%
191, 0.365,  83.618%
192, 0.374,  83.246%
193, 0.358,  83.877%
194, 0.365,  83.863%
195, 0.362,  83.984%
196, 0.354,  84.354%
197, 0.364,  83.887%
198, 0.358,  84.400%
199, 0.357,  84.121%
200, 0.367,  83.634%
201, 0.367,  83.703%
202, 0.370,  83.653%
203, 0.363,  83.899%
204, 0.359,  84.018%
205, 0.359,  83.917%
206, 0.359,  84.073%
207, 0.358,  84.319%
208, 0.361,  84.204%
209, 0.373,  83.222%
210, 0.364,  83.897%
211, 0.360,  84.073%
212, 0.374,  83.358%
213, 0.359,  84.218%
214, 0.364,  83.735%
215, 0.358,  84.293%
216, 0.355,  84.347%
217, 0.360,  83.956%
218, 0.362,  83.776%
219, 0.363,  83.966%
220, 0.360,  83.947%
221, 0.367,  83.501%
222, 0.357,  84.186%
223, 0.356,  84.339%
224, 0.369,  83.412%
225, 0.369,  83.715%
226, 0.362,  83.937%
227, 0.364,  83.883%
228, 0.350,  84.463%
229, 0.367,  83.673%
230, 0.352,  84.721%
231, 0.362,  83.949%
232, 0.365,  83.802%
233, 0.352,  84.455%
234, 0.362,  83.895%
235, 0.358,  84.065%
236, 0.363,  83.836%
237, 0.362,  84.044%
238, 0.362,  83.838%
239, 0.366,  83.634%
240, 0.356,  84.289%
241, 0.357,  84.248%
242, 0.358,  84.186%
243, 0.352,  84.634%
244, 0.359,  83.921%
245, 0.358,  84.329%
246, 0.357,  84.317%
247, 0.356,  84.139%
248, 0.361,  84.186%
249, 0.361,  83.917%
250, 0.362,  84.004%
251, 0.360,  83.970%
252, 0.368,  83.503%
253, 0.363,  83.721%
254, 0.358,  84.236%
255, 0.359,  84.069%
256, 0.363,  83.820%
257, 0.361,  83.905%
258, 0.354,  84.343%
259, 0.354,  84.323%
260, 0.355,  84.230%
261, 0.362,  83.945%
262, 0.362,  83.838%
263, 0.365,  83.717%
264, 0.358,  84.026%
265, 0.353,  84.511%
