Epoch, Loss, Acc
0, 0.705,  51.416%
1, 0.686,  52.218%
2, 0.676,  53.923%
3, 0.672,  54.137%
4, 0.656,  57.901%
5, 0.648,  58.814%
6, 0.645,  58.636%
7, 0.632,  61.432%
8, 0.629,  61.158%
9, 0.624,  62.141%
10, 0.618,  63.321%
11, 0.614,  65.121%
12, 0.601,  67.273%
13, 0.596,  67.582%
14, 0.594,  68.006%
15, 0.585,  69.448%
16, 0.581,  69.408%
17, 0.576,  69.945%
18, 0.572,  70.040%
19, 0.564,  71.014%
20, 0.564,  71.006%
21, 0.557,  71.992%
22, 0.553,  72.034%
23, 0.549,  72.145%
24, 0.547,  72.315%
25, 0.538,  73.069%
26, 0.538,  73.485%
27, 0.535,  73.455%
28, 0.528,  73.879%
29, 0.525,  74.210%
30, 0.521,  74.333%
31, 0.512,  75.416%
32, 0.516,  74.572%
33, 0.512,  75.028%
34, 0.506,  75.444%
35, 0.506,  75.545%
36, 0.499,  76.131%
37, 0.497,  75.921%
38, 0.495,  76.370%
39, 0.491,  76.507%
40, 0.487,  76.986%
41, 0.489,  76.461%
42, 0.480,  77.210%
43, 0.480,  77.337%
44, 0.479,  77.281%
45, 0.473,  77.806%
46, 0.467,  78.242%
47, 0.471,  77.984%
48, 0.464,  78.208%
49, 0.465,  78.564%
50, 0.465,  78.362%
51, 0.461,  78.434%
52, 0.459,  78.483%
53, 0.459,  78.558%
54, 0.450,  79.461%
55, 0.449,  79.220%
56, 0.455,  78.644%
57, 0.449,  79.283%
58, 0.450,  79.095%
59, 0.445,  79.562%
60, 0.442,  79.626%
61, 0.435,  80.273%
62, 0.436,  80.048%
63, 0.435,  80.251%
64, 0.434,  80.154%
65, 0.436,  79.832%
66, 0.438,  79.941%
67, 0.432,  80.230%
68, 0.430,  80.198%
69, 0.429,  80.143%
70, 0.422,  80.901%
71, 0.425,  80.444%
72, 0.429,  80.382%
73, 0.428,  80.469%
74, 0.422,  80.719%
75, 0.424,  80.644%
76, 0.416,  81.174%
77, 0.420,  80.727%
78, 0.416,  81.186%
79, 0.424,  80.770%
80, 0.415,  81.204%
81, 0.414,  81.477%
82, 0.409,  81.636%
83, 0.418,  81.055%
84, 0.411,  81.580%
85, 0.411,  81.376%
86, 0.417,  81.065%
87, 0.405,  81.717%
88, 0.416,  81.095%
89, 0.400,  82.089%
90, 0.407,  81.897%
91, 0.404,  81.636%
92, 0.407,  81.511%
93, 0.404,  81.774%
94, 0.393,  82.602%
95, 0.403,  81.580%
96, 0.403,  81.844%
97, 0.406,  81.499%
98, 0.406,  81.539%
99, 0.397,  82.135%
100, 0.411,  81.230%
101, 0.404,  81.923%
102, 0.397,  82.053%
103, 0.407,  81.469%
104, 0.394,  82.291%
105, 0.399,  82.079%
106, 0.390,  82.584%
107, 0.396,  82.416%
108, 0.393,  82.444%
109, 0.393,  82.434%
110, 0.401,  81.501%
111, 0.389,  82.499%
112, 0.387,  82.469%
113, 0.403,  81.758%
114, 0.398,  82.067%
115, 0.395,  82.232%
116, 0.390,  82.560%
117, 0.390,  82.319%
118, 0.391,  82.380%
119, 0.400,  81.897%
120, 0.400,  81.796%
121, 0.385,  82.869%
122, 0.386,  82.529%
123, 0.385,  82.703%
124, 0.395,  82.285%
125, 0.381,  83.034%
126, 0.385,  82.648%
127, 0.393,  82.309%
128, 0.394,  82.228%
129, 0.393,  82.337%
130, 0.391,  82.392%
131, 0.383,  82.723%
132, 0.390,  82.394%
133, 0.376,  83.067%
134, 0.390,  82.523%
135, 0.389,  82.537%
136, 0.381,  82.863%
137, 0.389,  82.442%
138, 0.387,  82.568%
139, 0.386,  82.539%
140, 0.385,  82.626%
141, 0.374,  83.366%
142, 0.373,  83.426%
143, 0.384,  82.885%
144, 0.380,  83.059%
145, 0.392,  82.149%
146, 0.388,  82.707%
147, 0.378,  83.186%
148, 0.381,  83.113%
149, 0.387,  82.677%
150, 0.389,  82.418%
151, 0.370,  83.608%
152, 0.382,  82.832%
153, 0.377,  83.184%
154, 0.375,  83.139%
155, 0.370,  83.527%
156, 0.375,  83.174%
157, 0.379,  82.952%
158, 0.368,  83.691%
159, 0.383,  82.745%
160, 0.380,  83.055%
161, 0.375,  83.053%
162, 0.377,  83.238%
163, 0.377,  83.055%
164, 0.372,  83.362%
165, 0.378,  83.388%
166, 0.369,  83.560%
167, 0.375,  83.218%
168, 0.375,  83.111%
169, 0.375,  83.356%
170, 0.378,  83.012%
171, 0.371,  83.408%
172, 0.369,  83.485%
173, 0.367,  83.665%
174, 0.378,  83.135%
175, 0.367,  83.768%
176, 0.373,  83.418%
177, 0.371,  83.372%
178, 0.376,  83.176%
179, 0.379,  83.265%
180, 0.374,  83.487%
181, 0.371,  83.281%
182, 0.381,  82.792%
183, 0.377,  83.044%
184, 0.382,  82.687%
185, 0.375,  83.063%
186, 0.377,  83.087%
187, 0.380,  82.986%
188, 0.366,  83.747%
189, 0.370,  83.661%
190, 0.361,  84.030%
191, 0.371,  83.455%
192, 0.364,  83.834%
193, 0.366,  83.788%
194, 0.362,  84.113%
195, 0.365,  83.758%
196, 0.373,  83.345%
197, 0.365,  83.945%
198, 0.371,  83.400%
199, 0.369,  83.614%
200, 0.374,  83.319%
201, 0.367,  83.636%
202, 0.377,  83.234%
203, 0.369,  83.727%
