Epoch, Loss, Acc
0, 0.698,  51.812%
1, 0.685,  52.717%
2, 0.682,  52.465%
3, 0.668,  56.533%
4, 0.661,  58.432%
5, 0.657,  59.265%
6, 0.649,  61.103%
7, 0.646,  61.764%
8, 0.636,  63.356%
9, 0.629,  64.436%
10, 0.628,  64.529%
11, 0.623,  65.285%
12, 0.620,  65.566%
13, 0.609,  66.974%
14, 0.605,  66.968%
15, 0.600,  67.612%
16, 0.596,  68.046%
17, 0.591,  68.568%
18, 0.589,  68.461%
19, 0.578,  69.715%
20, 0.578,  69.695%
21, 0.571,  70.549%
22, 0.570,  70.523%
23, 0.563,  70.929%
24, 0.559,  71.111%
25, 0.555,  71.840%
26, 0.551,  71.949%
27, 0.550,  72.091%
28, 0.545,  72.743%
29, 0.540,  72.731%
30, 0.536,  73.339%
31, 0.532,  73.911%
32, 0.528,  73.943%
33, 0.526,  73.962%
34, 0.519,  74.665%
35, 0.518,  74.741%
36, 0.512,  75.267%
37, 0.510,  75.378%
38, 0.506,  75.469%
39, 0.500,  76.307%
40, 0.497,  76.224%
41, 0.495,  76.562%
42, 0.495,  76.360%
43, 0.493,  76.446%
44, 0.487,  77.006%
45, 0.482,  77.370%
46, 0.488,  76.784%
47, 0.477,  77.747%
48, 0.477,  77.491%
49, 0.471,  77.842%
50, 0.463,  78.552%
51, 0.470,  78.168%
52, 0.470,  77.964%
53, 0.457,  78.958%
54, 0.458,  78.792%
55, 0.460,  78.743%
56, 0.452,  78.994%
57, 0.448,  79.343%
58, 0.449,  79.467%
59, 0.448,  79.402%
60, 0.446,  79.410%
61, 0.450,  79.149%
62, 0.445,  79.509%
63, 0.443,  79.644%
64, 0.441,  79.883%
65, 0.437,  79.899%
66, 0.436,  79.984%
67, 0.434,  80.299%
68, 0.433,  80.147%
69, 0.439,  79.812%
70, 0.432,  80.335%
71, 0.431,  80.228%
72, 0.426,  80.701%
73, 0.431,  80.162%
74, 0.426,  80.545%
75, 0.426,  80.537%
76, 0.421,  80.675%
77, 0.428,  80.436%
78, 0.421,  80.954%
79, 0.419,  81.131%
80, 0.419,  80.830%
81, 0.416,  81.000%
82, 0.416,  81.315%
83, 0.412,  81.194%
84, 0.409,  81.562%
85, 0.407,  81.624%
86, 0.407,  81.719%
87, 0.416,  81.101%
88, 0.412,  81.267%
89, 0.414,  81.311%
90, 0.404,  81.782%
91, 0.401,  82.115%
92, 0.407,  81.469%
93, 0.403,  81.725%
94, 0.409,  81.485%
95, 0.397,  82.214%
96, 0.398,  82.356%
97, 0.406,  81.560%
98, 0.401,  82.030%
99, 0.397,  82.283%
100, 0.412,  81.234%
101, 0.400,  82.147%
102, 0.402,  81.786%
103, 0.395,  82.267%
104, 0.394,  82.313%
105, 0.393,  82.343%
106, 0.398,  82.026%
107, 0.395,  82.160%
108, 0.393,  82.202%
109, 0.397,  81.974%
110, 0.404,  81.566%
111, 0.395,  82.232%
112, 0.388,  82.517%
113, 0.386,  82.691%
114, 0.394,  82.253%
115, 0.396,  82.297%
116, 0.395,  82.248%
117, 0.383,  82.915%
118, 0.394,  82.234%
119, 0.393,  82.390%
120, 0.387,  82.723%
121, 0.394,  82.232%
122, 0.393,  82.469%
123, 0.390,  82.659%
124, 0.399,  81.911%
125, 0.394,  82.257%
126, 0.386,  82.709%
127, 0.375,  83.463%
128, 0.377,  83.392%
129, 0.388,  82.493%
130, 0.385,  82.832%
131, 0.385,  82.760%
132, 0.387,  82.646%
133, 0.385,  82.925%
134, 0.389,  82.537%
135, 0.380,  82.929%
136, 0.387,  82.683%
137, 0.385,  82.642%
138, 0.381,  83.018%
139, 0.378,  83.242%
140, 0.386,  82.602%
141, 0.379,  83.121%
142, 0.371,  83.626%
143, 0.376,  83.257%
144, 0.395,  82.085%
145, 0.380,  82.935%
146, 0.371,  83.584%
147, 0.386,  82.687%
148, 0.387,  82.541%
149, 0.379,  83.261%
150, 0.384,  83.077%
151, 0.372,  83.430%
152, 0.390,  82.497%
153, 0.389,  82.572%
154, 0.380,  83.063%
155, 0.382,  82.923%
156, 0.370,  83.471%
157, 0.390,  82.594%
158, 0.378,  83.160%
159, 0.376,  83.537%
160, 0.361,  84.121%
161, 0.379,  83.176%
162, 0.371,  83.592%
163, 0.371,  83.552%
164, 0.377,  83.285%
165, 0.371,  83.693%
166, 0.371,  83.436%
167, 0.364,  83.978%
168, 0.365,  83.816%
169, 0.365,  83.869%
170, 0.365,  83.982%
171, 0.368,  83.873%
172, 0.372,  83.620%
173, 0.375,  83.453%
174, 0.379,  83.024%
175, 0.366,  83.752%
176, 0.373,  83.509%
177, 0.366,  83.901%
178, 0.381,  82.937%
179, 0.372,  83.416%
180, 0.367,  83.600%
181, 0.373,  83.414%
182, 0.370,  83.479%
183, 0.374,  83.257%
184, 0.362,  83.943%
185, 0.374,  83.154%
186, 0.368,  83.614%
187, 0.371,  83.307%
188, 0.375,  83.446%
189, 0.363,  84.018%
190, 0.365,  83.927%
191, 0.376,  83.131%
192, 0.364,  83.956%
193, 0.381,  82.840%
194, 0.369,  83.513%
195, 0.367,  83.697%
196, 0.369,  83.507%
197, 0.374,  83.178%
198, 0.373,  83.366%
199, 0.371,  83.564%
200, 0.361,  84.170%
201, 0.367,  83.846%
202, 0.366,  83.937%
203, 0.353,  84.519%
204, 0.358,  84.154%
205, 0.363,  84.044%
206, 0.366,  83.618%
207, 0.368,  83.719%
208, 0.370,  83.461%
209, 0.369,  83.651%
210, 0.368,  83.533%
211, 0.362,  84.026%
212, 0.370,  83.770%
213, 0.366,  83.669%
214, 0.355,  84.453%
215, 0.370,  83.604%
216, 0.362,  83.768%
217, 0.367,  83.640%
218, 0.358,  84.152%
219, 0.366,  83.907%
220, 0.362,  84.103%
221, 0.359,  84.218%
222, 0.360,  84.154%
223, 0.361,  84.044%
224, 0.364,  83.739%
225, 0.361,  83.907%
226, 0.358,  84.293%
227, 0.368,  83.729%
228, 0.376,  83.164%
229, 0.367,  83.576%
230, 0.359,  83.982%
231, 0.365,  83.822%
232, 0.360,  84.192%
233, 0.363,  83.822%
234, 0.362,  83.927%
235, 0.356,  84.222%
236, 0.359,  84.069%
237, 0.364,  83.766%
238, 0.361,  83.897%
239, 0.368,  83.709%
240, 0.362,  83.982%
241, 0.366,  83.620%
242, 0.357,  84.091%
243, 0.367,  83.758%
244, 0.363,  83.711%
245, 0.361,  84.028%
246, 0.363,  83.952%
247, 0.366,  83.614%
248, 0.359,  83.984%
249, 0.363,  83.832%
250, 0.354,  84.469%
251, 0.351,  84.477%
252, 0.355,  84.271%
253, 0.353,  84.412%
254, 0.362,  84.107%
255, 0.355,  84.194%
256, 0.355,  84.111%
257, 0.354,  84.380%
258, 0.357,  84.145%
259, 0.357,  84.297%
260, 0.362,  83.764%
261, 0.364,  83.913%
262, 0.353,  84.418%
263, 0.356,  84.115%
264, 0.367,  83.669%
265, 0.366,  83.568%
266, 0.352,  84.489%
267, 0.360,  84.105%
268, 0.359,  84.048%
269, 0.361,  83.943%
270, 0.359,  84.230%
271, 0.363,  83.911%
272, 0.357,  84.246%
273, 0.351,  84.489%
274, 0.355,  84.105%
275, 0.353,  84.570%
276, 0.369,  83.568%
277, 0.353,  84.463%
278, 0.362,  83.929%
279, 0.361,  83.903%
280, 0.359,  84.149%
281, 0.356,  84.178%
282, 0.357,  84.133%
283, 0.355,  84.368%
284, 0.346,  84.626%
285, 0.355,  84.109%
286, 0.352,  84.455%
287, 0.361,  83.919%
288, 0.350,  84.560%
289, 0.347,  84.808%
290, 0.355,  84.200%
291, 0.356,  84.224%
292, 0.359,  84.038%
293, 0.355,  84.327%
294, 0.356,  84.370%
295, 0.362,  83.788%
296, 0.354,  84.287%
297, 0.355,  84.107%
298, 0.352,  84.554%
299, 0.352,  84.537%
300, 0.363,  83.923%
301, 0.352,  84.634%
302, 0.355,  84.244%
303, 0.348,  84.612%
304, 0.361,  83.832%
305, 0.355,  84.279%
306, 0.362,  83.834%
307, 0.354,  84.289%
308, 0.352,  84.321%
309, 0.356,  84.131%
310, 0.357,  84.188%
311, 0.360,  84.012%
312, 0.363,  83.586%
313, 0.354,  84.285%
314, 0.354,  84.362%
315, 0.366,  83.590%
316, 0.348,  84.703%
317, 0.351,  84.287%
318, 0.353,  84.396%
319, 0.362,  83.939%
320, 0.351,  84.471%
321, 0.350,  84.531%
322, 0.351,  84.578%
323, 0.358,  84.046%
324, 0.362,  83.836%
325, 0.357,  84.020%
326, 0.353,  84.368%
327, 0.356,  84.190%
328, 0.358,  84.024%
329, 0.354,  84.531%
330, 0.346,  85.071%
331, 0.353,  84.566%
332, 0.352,  84.475%
333, 0.359,  84.101%
334, 0.348,  84.477%
335, 0.354,  84.549%
336, 0.355,  84.301%
337, 0.345,  84.697%
338, 0.347,  84.802%
339, 0.347,  84.661%
340, 0.357,  84.271%
341, 0.357,  84.198%
342, 0.354,  84.301%
343, 0.351,  84.248%
344, 0.343,  84.903%
345, 0.348,  84.632%
346, 0.343,  85.030%
347, 0.350,  84.477%
348, 0.356,  84.228%
349, 0.354,  84.378%
350, 0.350,  84.487%
351, 0.352,  84.519%
