Epoch, Loss, Acc
0, 0.696,  53.382%
1, 0.680,  55.564%
2, 0.661,  60.305%
3, 0.649,  62.479%
4, 0.644,  62.703%
5, 0.637,  64.220%
6, 0.630,  65.117%
7, 0.623,  65.945%
8, 0.615,  66.574%
9, 0.609,  67.653%
10, 0.605,  67.477%
11, 0.597,  68.844%
12, 0.592,  70.246%
13, 0.586,  69.756%
14, 0.581,  70.477%
15, 0.575,  71.154%
16, 0.569,  71.653%
17, 0.565,  71.525%
18, 0.561,  72.222%
19, 0.555,  72.319%
20, 0.552,  72.360%
21, 0.545,  72.964%
22, 0.541,  73.873%
23, 0.536,  73.927%
24, 0.533,  74.089%
25, 0.532,  74.129%
26, 0.526,  74.386%
27, 0.524,  74.851%
28, 0.519,  75.000%
29, 0.512,  75.339%
30, 0.511,  75.653%
31, 0.506,  76.139%
32, 0.501,  76.463%
33, 0.503,  76.390%
34, 0.497,  76.406%
35, 0.497,  76.451%
36, 0.492,  77.289%
37, 0.488,  77.311%
38, 0.491,  76.774%
39, 0.482,  77.691%
40, 0.477,  78.226%
41, 0.481,  77.527%
42, 0.478,  77.762%
43, 0.474,  78.032%
44, 0.474,  78.079%
45, 0.470,  78.624%
46, 0.467,  78.406%
47, 0.464,  78.651%
48, 0.463,  78.745%
49, 0.462,  78.547%
50, 0.455,  79.095%
51, 0.457,  79.228%
52, 0.457,  79.059%
53, 0.450,  79.501%
54, 0.453,  79.283%
55, 0.447,  79.497%
56, 0.441,  79.992%
57, 0.443,  79.931%
58, 0.442,  80.101%
59, 0.440,  79.739%
60, 0.442,  79.873%
61, 0.443,  79.760%
62, 0.443,  79.949%
63, 0.439,  80.218%
64, 0.439,  80.069%
65, 0.437,  79.915%
66, 0.433,  80.323%
67, 0.434,  80.208%
68, 0.423,  81.220%
69, 0.434,  80.051%
70, 0.428,  80.743%
71, 0.428,  80.430%
72, 0.422,  80.952%
73, 0.418,  81.230%
74, 0.422,  80.937%
75, 0.420,  80.891%
76, 0.423,  80.824%
77, 0.426,  80.590%
78, 0.421,  80.824%
79, 0.419,  81.224%
80, 0.411,  81.398%
81, 0.417,  81.024%
82, 0.408,  81.749%
83, 0.414,  81.125%
84, 0.412,  81.560%
85, 0.410,  81.735%
86, 0.407,  81.875%
87, 0.407,  81.723%
88, 0.416,  80.996%
89, 0.406,  81.826%
90, 0.413,  81.184%
91, 0.406,  81.842%
92, 0.410,  81.515%
93, 0.407,  81.760%
94, 0.408,  81.568%
95, 0.401,  81.980%
96, 0.402,  81.949%
97, 0.403,  81.840%
98, 0.403,  81.794%
99, 0.402,  81.927%
100, 0.409,  81.366%
101, 0.411,  81.451%
102, 0.397,  82.295%
103, 0.402,  81.853%
104, 0.403,  81.851%
105, 0.403,  81.782%
106, 0.394,  82.105%
107, 0.392,  82.612%
108, 0.393,  82.297%
109, 0.399,  81.952%
110, 0.403,  81.749%
111, 0.392,  82.719%
112, 0.385,  82.921%
113, 0.400,  81.867%
114, 0.392,  82.493%
115, 0.386,  82.733%
116, 0.398,  82.204%
117, 0.397,  82.115%
118, 0.401,  81.790%
119, 0.393,  82.378%
120, 0.388,  82.715%
121, 0.388,  82.859%
122, 0.383,  82.842%
123, 0.389,  82.851%
124, 0.391,  82.396%
125, 0.393,  82.422%
126, 0.388,  82.578%
127, 0.393,  82.337%
128, 0.400,  82.051%
129, 0.387,  82.733%
130, 0.388,  82.402%
131, 0.390,  82.424%
132, 0.385,  82.723%
133, 0.384,  82.778%
134, 0.387,  82.469%
135, 0.380,  83.055%
136, 0.378,  83.263%
137, 0.387,  82.766%
138, 0.382,  82.853%
139, 0.371,  83.418%
140, 0.386,  82.667%
141, 0.392,  82.402%
