Epoch, Loss, Acc
0, 0.689,  53.436%
1, 0.671,  58.798%
2, 0.663,  59.564%
3, 0.653,  62.331%
4, 0.644,  63.133%
5, 0.637,  64.024%
6, 0.628,  65.061%
7, 0.621,  65.638%
8, 0.615,  66.590%
9, 0.611,  66.974%
10, 0.601,  68.006%
11, 0.595,  68.754%
12, 0.590,  69.301%
13, 0.582,  69.436%
14, 0.579,  70.499%
15, 0.571,  70.729%
16, 0.566,  71.297%
17, 0.561,  71.622%
18, 0.556,  71.830%
19, 0.547,  72.612%
20, 0.547,  72.513%
21, 0.543,  72.976%
22, 0.536,  73.459%
23, 0.533,  73.533%
24, 0.529,  73.927%
25, 0.524,  74.473%
26, 0.521,  74.531%
27, 0.520,  74.622%
28, 0.508,  75.798%
29, 0.508,  75.442%
30, 0.505,  75.606%
31, 0.500,  76.032%
32, 0.501,  75.881%
33, 0.494,  76.244%
34, 0.496,  76.089%
35, 0.487,  76.838%
36, 0.482,  77.356%
37, 0.481,  77.406%
38, 0.478,  77.461%
39, 0.473,  78.103%
40, 0.474,  77.651%
41, 0.465,  78.006%
42, 0.461,  78.642%
43, 0.468,  77.887%
44, 0.457,  78.665%
45, 0.461,  78.554%
46, 0.454,  78.800%
47, 0.453,  78.956%
48, 0.450,  79.216%
49, 0.451,  79.158%
50, 0.446,  79.560%
51, 0.445,  79.475%
52, 0.444,  79.376%
53, 0.434,  80.309%
54, 0.438,  79.889%
55, 0.437,  80.020%
56, 0.439,  79.810%
57, 0.430,  80.388%
58, 0.424,  80.535%
59, 0.432,  79.990%
60, 0.428,  80.354%
61, 0.426,  80.683%
62, 0.418,  81.113%
63, 0.427,  80.253%
64, 0.423,  80.644%
65, 0.416,  81.113%
66, 0.419,  80.834%
67, 0.410,  81.554%
68, 0.419,  80.903%
69, 0.408,  81.556%
70, 0.420,  80.800%
71, 0.408,  81.303%
72, 0.418,  81.004%
73, 0.405,  81.695%
74, 0.410,  81.473%
75, 0.414,  81.097%
76, 0.419,  80.901%
77, 0.406,  81.691%
78, 0.415,  81.079%
79, 0.403,  81.788%
80, 0.396,  82.275%
81, 0.403,  81.863%
82, 0.397,  82.204%
83, 0.407,  81.549%
84, 0.399,  81.949%
85, 0.390,  82.556%
86, 0.409,  81.295%
87, 0.399,  81.988%
88, 0.393,  82.313%
89, 0.395,  82.127%
90, 0.397,  82.073%
91, 0.391,  82.481%
92, 0.391,  82.299%
93, 0.401,  81.699%
94, 0.389,  82.414%
95, 0.390,  82.549%
96, 0.382,  83.067%
97, 0.389,  82.620%
98, 0.390,  82.497%
99, 0.392,  82.303%
100, 0.390,  82.592%
101, 0.383,  82.897%
102, 0.387,  82.739%
103, 0.389,  82.663%
104, 0.385,  82.733%
105, 0.387,  82.653%
106, 0.390,  82.547%
107, 0.389,  82.509%
108, 0.388,  82.309%
109, 0.384,  82.984%
110, 0.381,  82.962%
111, 0.384,  82.772%
112, 0.389,  82.325%
113, 0.384,  82.729%
114, 0.390,  82.388%
115, 0.376,  83.156%
116, 0.383,  82.857%
117, 0.385,  82.776%
118, 0.385,  82.586%
119, 0.374,  83.519%
120, 0.384,  82.673%
121, 0.385,  82.713%
122, 0.381,  82.909%
123, 0.378,  83.176%
124, 0.371,  83.455%
125, 0.380,  83.129%
126, 0.375,  83.085%
127, 0.383,  82.717%
128, 0.378,  83.141%
129, 0.386,  82.677%
130, 0.382,  82.679%
131, 0.372,  83.416%
132, 0.382,  82.966%
133, 0.386,  82.545%
134, 0.375,  83.244%
135, 0.383,  82.873%
136, 0.376,  83.253%
137, 0.380,  82.838%
138, 0.371,  83.545%
139, 0.384,  82.531%
140, 0.372,  83.499%
141, 0.375,  83.269%
142, 0.373,  83.398%
143, 0.374,  83.238%
144, 0.380,  82.901%
145, 0.369,  83.620%
146, 0.371,  83.576%
147, 0.383,  82.838%
148, 0.376,  83.123%
149, 0.373,  83.265%
150, 0.371,  83.537%
151, 0.376,  83.386%
152, 0.378,  83.028%
153, 0.371,  83.420%
154, 0.371,  83.174%
155, 0.361,  84.036%
156, 0.380,  82.780%
157, 0.370,  83.382%
158, 0.372,  83.341%
159, 0.370,  83.572%
160, 0.369,  83.588%
161, 0.364,  83.863%
162, 0.369,  83.442%
163, 0.368,  83.448%
164, 0.369,  83.630%
165, 0.375,  83.309%
166, 0.364,  83.844%
167, 0.363,  83.749%
168, 0.375,  83.337%
169, 0.366,  83.705%
170, 0.372,  83.279%
171, 0.374,  83.265%
172, 0.371,  83.374%
173, 0.363,  84.000%
174, 0.371,  83.463%
175, 0.373,  83.343%
176, 0.362,  83.913%
177, 0.369,  83.626%
178, 0.370,  83.479%
179, 0.372,  83.297%
180, 0.368,  83.648%
181, 0.362,  83.958%
182, 0.362,  84.046%
183, 0.360,  84.083%
184, 0.365,  83.923%
185, 0.367,  83.859%
186, 0.365,  83.786%
187, 0.351,  84.768%
188, 0.365,  83.881%
189, 0.357,  84.319%
190, 0.361,  84.089%
191, 0.371,  83.382%
192, 0.374,  83.323%
193, 0.364,  83.871%
194, 0.370,  83.655%
195, 0.361,  83.840%
196, 0.360,  84.044%
197, 0.363,  83.939%
198, 0.367,  83.715%
199, 0.364,  83.737%
200, 0.371,  83.356%
201, 0.366,  83.671%
202, 0.363,  83.723%
203, 0.372,  83.196%
204, 0.365,  83.917%
205, 0.364,  83.826%
206, 0.351,  84.493%
207, 0.365,  83.865%
208, 0.361,  84.196%
209, 0.359,  84.198%
210, 0.358,  84.166%
211, 0.357,  84.095%
212, 0.367,  83.590%
213, 0.356,  84.273%
214, 0.363,  83.901%
215, 0.365,  83.735%
216, 0.366,  83.614%
217, 0.360,  84.079%
218, 0.365,  83.840%
219, 0.369,  83.586%
220, 0.357,  84.079%
221, 0.364,  83.749%
222, 0.354,  84.329%
223, 0.360,  83.899%
224, 0.367,  83.648%
225, 0.366,  83.481%
226, 0.357,  84.315%
227, 0.354,  84.285%
228, 0.366,  83.667%
229, 0.365,  83.653%
230, 0.364,  84.020%
231, 0.355,  84.321%
232, 0.363,  83.725%
233, 0.359,  84.055%
234, 0.351,  84.432%
235, 0.370,  83.406%
236, 0.356,  84.406%
237, 0.358,  84.325%
238, 0.361,  83.881%
239, 0.349,  84.547%
240, 0.357,  84.129%
241, 0.359,  84.016%
242, 0.350,  84.624%
243, 0.365,  83.739%
244, 0.346,  84.863%
245, 0.351,  84.570%
246, 0.354,  84.337%
247, 0.362,  83.883%
248, 0.361,  84.067%
249, 0.354,  84.267%
250, 0.353,  84.372%
251, 0.361,  83.853%
252, 0.356,  84.242%
253, 0.353,  84.299%
254, 0.358,  83.962%
255, 0.361,  83.978%
256, 0.360,  84.091%
257, 0.362,  83.956%
258, 0.359,  84.156%
259, 0.360,  84.046%
260, 0.365,  83.693%
261, 0.349,  84.691%
262, 0.366,  83.735%
263, 0.355,  84.315%
264, 0.361,  83.960%
265, 0.355,  84.277%
266, 0.352,  84.291%
267, 0.353,  84.398%
268, 0.353,  84.521%
269, 0.347,  84.701%
270, 0.358,  84.053%
271, 0.360,  83.962%
272, 0.359,  84.117%
273, 0.359,  84.141%
274, 0.354,  84.398%
275, 0.359,  84.117%
276, 0.348,  84.774%
277, 0.360,  84.022%
278, 0.349,  84.440%
279, 0.357,  84.034%
280, 0.356,  84.198%
281, 0.354,  84.210%
282, 0.361,  83.972%
283, 0.355,  84.218%
284, 0.357,  84.168%
285, 0.355,  84.293%
286, 0.358,  84.079%
287, 0.345,  85.040%
288, 0.357,  84.188%
289, 0.357,  84.366%
290, 0.353,  84.194%
291, 0.354,  84.240%
292, 0.365,  83.731%
293, 0.346,  84.770%
294, 0.357,  84.263%
295, 0.353,  84.372%
296, 0.349,  84.622%
297, 0.343,  85.030%
298, 0.355,  84.400%
299, 0.352,  84.620%
300, 0.352,  84.396%
301, 0.351,  84.473%
302, 0.352,  84.319%
303, 0.353,  84.368%
304, 0.343,  84.905%
305, 0.358,  84.246%
306, 0.341,  84.964%
307, 0.339,  85.293%
308, 0.360,  84.093%
309, 0.350,  84.485%
310, 0.359,  84.012%
311, 0.350,  84.552%
312, 0.356,  84.143%
313, 0.362,  83.859%
314, 0.347,  84.762%
315, 0.355,  84.432%
316, 0.342,  84.990%
317, 0.346,  84.972%
318, 0.350,  84.529%
319, 0.354,  84.289%
320, 0.358,  84.036%
321, 0.352,  84.380%
322, 0.358,  83.917%
323, 0.356,  84.208%
324, 0.351,  84.424%
325, 0.343,  85.026%
326, 0.355,  84.305%
327, 0.351,  84.600%
328, 0.355,  84.295%
329, 0.350,  84.277%
330, 0.348,  84.426%
331, 0.359,  83.998%
332, 0.355,  84.073%
333, 0.337,  85.394%
334, 0.354,  84.251%
335, 0.356,  84.149%
336, 0.353,  84.440%
337, 0.346,  84.703%
338, 0.349,  84.640%
339, 0.348,  84.620%
340, 0.354,  84.291%
341, 0.346,  84.976%
342, 0.349,  84.693%
343, 0.355,  84.178%
344, 0.341,  85.261%
345, 0.354,  84.287%
346, 0.355,  84.182%
347, 0.351,  84.491%
348, 0.340,  85.248%
349, 0.347,  84.812%
350, 0.354,  84.204%
351, 0.350,  84.408%
352, 0.347,  84.984%
353, 0.344,  84.887%
354, 0.342,  85.018%
355, 0.344,  85.000%
356, 0.349,  84.560%
357, 0.342,  84.893%
358, 0.344,  84.802%
359, 0.336,  85.356%
360, 0.353,  84.291%
361, 0.346,  84.770%
362, 0.346,  84.741%
363, 0.342,  84.968%
364, 0.357,  84.186%
365, 0.350,  84.537%
366, 0.345,  84.899%
367, 0.352,  84.394%
368, 0.341,  85.046%
369, 0.354,  84.374%
370, 0.341,  84.840%
371, 0.353,  84.349%
372, 0.346,  84.725%
373, 0.351,  84.410%
374, 0.348,  84.804%
375, 0.362,  83.729%
376, 0.341,  85.093%
377, 0.355,  84.145%
378, 0.341,  84.927%
379, 0.350,  84.440%
380, 0.350,  84.240%
381, 0.348,  84.739%
382, 0.346,  84.786%
383, 0.351,  84.301%
384, 0.347,  84.582%
385, 0.356,  83.982%
386, 0.346,  84.566%
387, 0.344,  84.717%
388, 0.356,  84.188%
389, 0.354,  84.255%
390, 0.344,  84.834%
391, 0.342,  84.988%
392, 0.351,  84.594%
393, 0.350,  84.556%
394, 0.361,  83.923%
395, 0.346,  84.715%
396, 0.342,  84.863%
397, 0.350,  84.315%
398, 0.346,  84.937%
399, 0.335,  85.388%
400, 0.347,  84.756%
401, 0.339,  85.204%
402, 0.351,  84.651%
403, 0.353,  84.368%
404, 0.341,  85.046%
405, 0.344,  84.952%
406, 0.353,  84.376%
407, 0.347,  84.646%
408, 0.347,  84.547%
409, 0.338,  85.228%
410, 0.351,  84.398%
411, 0.334,  85.246%
412, 0.345,  84.580%
413, 0.347,  84.727%
414, 0.342,  85.024%
415, 0.342,  84.830%
416, 0.344,  84.927%
417, 0.346,  84.580%
418, 0.341,  85.010%
419, 0.346,  84.651%
420, 0.336,  85.248%
421, 0.352,  84.469%
422, 0.347,  84.705%
423, 0.355,  84.349%
424, 0.345,  84.921%
425, 0.341,  85.105%
426, 0.344,  84.701%
427, 0.350,  84.503%
428, 0.357,  84.085%
429, 0.352,  84.360%
430, 0.337,  85.255%
431, 0.345,  84.776%
432, 0.347,  84.754%
433, 0.347,  84.780%
434, 0.335,  85.451%
435, 0.342,  84.994%
436, 0.352,  84.402%
437, 0.348,  84.632%
438, 0.340,  84.972%
439, 0.341,  85.040%
440, 0.341,  85.051%
441, 0.352,  84.642%
442, 0.344,  84.962%
443, 0.342,  84.879%
444, 0.339,  84.923%
445, 0.349,  84.537%
446, 0.330,  85.513%
447, 0.343,  84.911%
448, 0.343,  85.073%
449, 0.338,  85.079%
450, 0.342,  84.952%
451, 0.347,  84.626%
452, 0.358,  84.028%
453, 0.337,  85.234%
454, 0.343,  84.861%
455, 0.342,  84.776%
456, 0.333,  85.461%
457, 0.333,  85.479%
458, 0.346,  84.661%
459, 0.348,  84.543%
460, 0.348,  84.701%
461, 0.345,  84.802%
462, 0.349,  84.646%
463, 0.345,  84.786%
464, 0.351,  84.418%
465, 0.343,  84.954%
466, 0.340,  85.004%
467, 0.356,  84.202%
468, 0.351,  84.487%
469, 0.348,  84.695%
470, 0.348,  84.648%
471, 0.340,  85.012%
472, 0.344,  84.903%
473, 0.339,  85.042%
474, 0.336,  85.358%
475, 0.350,  84.564%
476, 0.342,  84.972%
477, 0.347,  84.754%
478, 0.348,  84.640%
479, 0.351,  84.711%
480, 0.344,  84.824%
481, 0.349,  84.600%
482, 0.344,  84.939%
483, 0.350,  84.610%
484, 0.342,  84.810%
485, 0.334,  85.432%
486, 0.345,  84.853%
487, 0.344,  84.897%
488, 0.339,  85.073%
489, 0.346,  84.644%
490, 0.341,  85.059%
491, 0.348,  84.523%
492, 0.332,  85.499%
493, 0.333,  85.418%
494, 0.342,  84.980%
495, 0.339,  85.048%
496, 0.342,  85.053%
497, 0.335,  85.453%
498, 0.342,  85.081%
499, 0.338,  85.259%
500, 0.339,  85.164%
501, 0.346,  84.717%
502, 0.339,  85.022%
503, 0.346,  84.727%
504, 0.337,  85.135%
505, 0.339,  85.145%
506, 0.336,  85.133%
507, 0.337,  85.093%
508, 0.341,  84.885%
509, 0.340,  84.897%
510, 0.340,  85.305%
511, 0.347,  84.749%
512, 0.351,  84.333%
513, 0.335,  85.343%
514, 0.340,  84.952%
515, 0.349,  84.331%
516, 0.348,  84.461%
517, 0.352,  84.368%
518, 0.342,  84.877%
519, 0.352,  84.408%
