Epoch, Loss, Acc
0, 0.745,  49.988%
1, 0.704,  52.271%
2, 0.694,  52.115%
3, 0.675,  55.865%
4, 0.672,  56.509%
5, 0.658,  59.465%
6, 0.642,  62.709%
7, 0.640,  62.604%
8, 0.632,  63.907%
9, 0.627,  64.554%
10, 0.617,  66.358%
11, 0.609,  67.002%
12, 0.603,  67.741%
13, 0.598,  68.046%
14, 0.596,  68.459%
15, 0.590,  68.790%
16, 0.583,  69.842%
17, 0.580,  69.667%
18, 0.575,  70.240%
19, 0.569,  70.802%
20, 0.567,  71.038%
21, 0.561,  71.368%
22, 0.554,  71.921%
23, 0.554,  72.343%
24, 0.545,  72.869%
25, 0.545,  72.810%
26, 0.538,  73.337%
27, 0.535,  73.691%
28, 0.530,  73.689%
29, 0.523,  74.372%
30, 0.523,  74.327%
31, 0.516,  75.067%
32, 0.515,  74.909%
33, 0.514,  74.968%
34, 0.505,  75.657%
35, 0.503,  75.812%
36, 0.501,  75.822%
37, 0.495,  76.440%
38, 0.493,  76.653%
39, 0.490,  76.729%
40, 0.486,  76.814%
41, 0.490,  76.574%
42, 0.484,  77.073%
43, 0.475,  77.774%
44, 0.480,  77.279%
45, 0.471,  77.834%
46, 0.470,  77.996%
47, 0.467,  78.026%
48, 0.468,  78.034%
49, 0.461,  78.497%
50, 0.459,  78.851%
51, 0.458,  78.683%
52, 0.454,  78.941%
53, 0.455,  78.749%
54, 0.456,  78.822%
55, 0.447,  79.705%
56, 0.447,  79.434%
57, 0.440,  79.881%
58, 0.443,  79.535%
59, 0.445,  79.465%
60, 0.435,  80.242%
61, 0.440,  79.721%
62, 0.437,  79.964%
63, 0.434,  80.121%
64, 0.441,  79.648%
65, 0.435,  80.032%
66, 0.430,  80.204%
67, 0.427,  80.558%
68, 0.429,  80.345%
69, 0.425,  80.695%
70, 0.427,  80.533%
71, 0.425,  80.535%
72, 0.412,  81.220%
73, 0.423,  80.754%
74, 0.419,  80.717%
75, 0.415,  81.048%
76, 0.423,  80.471%
77, 0.415,  80.863%
78, 0.411,  81.269%
79, 0.420,  80.679%
80, 0.414,  81.107%
81, 0.409,  81.402%
82, 0.406,  81.487%
83, 0.414,  81.152%
84, 0.412,  81.317%
85, 0.405,  81.713%
86, 0.415,  81.212%
87, 0.407,  81.337%
88, 0.407,  81.630%
89, 0.395,  82.069%
90, 0.414,  81.261%
91, 0.400,  81.968%
92, 0.404,  81.689%
93, 0.393,  82.319%
94, 0.404,  81.917%
95, 0.399,  82.127%
96, 0.400,  82.004%
97, 0.406,  81.651%
98, 0.398,  82.067%
99, 0.395,  82.208%
100, 0.402,  81.889%
101, 0.387,  82.731%
102, 0.390,  82.457%
103, 0.402,  81.705%
104, 0.399,  81.947%
105, 0.394,  82.455%
106, 0.391,  82.554%
107, 0.392,  82.307%
108, 0.395,  82.291%
109, 0.398,  81.842%
110, 0.384,  82.824%
111, 0.391,  82.446%
112, 0.396,  82.313%
113, 0.389,  82.648%
114, 0.386,  82.927%
115, 0.390,  82.588%
116, 0.390,  82.422%
117, 0.397,  82.053%
118, 0.388,  82.683%
119, 0.386,  82.737%
120, 0.382,  82.929%
121, 0.385,  82.788%
122, 0.379,  83.293%
123, 0.388,  82.634%
124, 0.378,  83.109%
125, 0.383,  82.937%
126, 0.393,  82.396%
127, 0.378,  83.026%
128, 0.379,  83.059%
129, 0.392,  82.386%
130, 0.380,  83.053%
131, 0.385,  82.737%
132, 0.386,  82.653%
133, 0.388,  82.537%
134, 0.388,  82.560%
135, 0.384,  82.782%
136, 0.389,  82.618%
137, 0.382,  82.925%
138, 0.387,  82.552%
139, 0.379,  83.097%
140, 0.379,  83.048%
141, 0.375,  83.347%
142, 0.376,  83.222%
143, 0.378,  83.099%
144, 0.378,  83.046%
145, 0.375,  83.107%
146, 0.380,  82.925%
147, 0.384,  82.737%
148, 0.376,  83.123%
149, 0.379,  83.038%
150, 0.378,  83.230%
151, 0.379,  82.915%
152, 0.366,  83.721%
153, 0.380,  82.978%
154, 0.378,  83.077%
155, 0.373,  83.358%
156, 0.385,  82.552%
157, 0.377,  83.438%
158, 0.374,  83.255%
159, 0.379,  83.053%
160, 0.373,  83.390%
161, 0.372,  83.463%
162, 0.379,  83.121%
163, 0.374,  83.341%
164, 0.371,  83.501%
165, 0.375,  83.131%
166, 0.372,  83.303%
167, 0.377,  83.188%
168, 0.372,  83.442%
169, 0.375,  83.164%
170, 0.369,  83.545%
171, 0.377,  83.220%
172, 0.368,  83.663%
173, 0.370,  83.659%
174, 0.378,  82.960%
175, 0.372,  83.176%
176, 0.373,  83.442%
177, 0.361,  84.097%
178, 0.363,  83.739%
179, 0.366,  83.477%
180, 0.363,  83.679%
181, 0.364,  83.697%
182, 0.363,  83.901%
183, 0.376,  82.865%
184, 0.372,  83.335%
185, 0.377,  83.079%
186, 0.361,  84.139%
187, 0.368,  83.594%
188, 0.377,  82.994%
189, 0.375,  83.341%
190, 0.372,  83.483%
191, 0.369,  83.525%
192, 0.364,  83.808%
193, 0.369,  83.638%
194, 0.377,  83.075%
195, 0.361,  84.145%
196, 0.371,  83.285%
197, 0.364,  83.865%
198, 0.369,  83.463%
199, 0.371,  83.467%
200, 0.364,  83.788%
201, 0.368,  83.697%
202, 0.367,  83.614%
203, 0.372,  83.497%
204, 0.369,  83.768%
205, 0.358,  84.206%
206, 0.355,  84.394%
207, 0.367,  83.741%
208, 0.365,  83.752%
209, 0.372,  83.315%
210, 0.367,  83.691%
211, 0.370,  83.507%
212, 0.368,  83.568%
213, 0.367,  83.628%
214, 0.368,  83.499%
215, 0.363,  83.832%
216, 0.368,  83.667%
217, 0.361,  83.887%
218, 0.365,  83.806%
219, 0.362,  83.972%
220, 0.361,  84.051%
221, 0.366,  83.535%
222, 0.365,  83.701%
223, 0.368,  83.511%
224, 0.373,  83.257%
225, 0.360,  83.976%
226, 0.361,  83.966%
227, 0.361,  83.834%
228, 0.358,  83.976%
229, 0.363,  84.002%
230, 0.370,  83.457%
231, 0.354,  84.048%
232, 0.374,  83.127%
233, 0.358,  84.307%
234, 0.361,  84.109%
235, 0.359,  83.952%
236, 0.367,  83.685%
237, 0.360,  84.016%
238, 0.379,  83.044%
239, 0.358,  84.111%
240, 0.367,  83.406%
241, 0.366,  83.792%
242, 0.355,  84.343%
243, 0.357,  84.234%
244, 0.375,  83.277%
