Epoch, Loss, Acc
0, 0.691,  51.699%
1, 0.674,  56.786%
2, 0.661,  59.774%
3, 0.653,  61.097%
4, 0.645,  62.683%
5, 0.638,  63.836%
6, 0.633,  64.127%
7, 0.625,  65.200%
8, 0.618,  65.766%
9, 0.615,  66.160%
10, 0.608,  66.982%
11, 0.604,  67.362%
12, 0.595,  68.614%
13, 0.589,  69.071%
14, 0.588,  69.101%
15, 0.584,  69.489%
16, 0.577,  69.861%
17, 0.570,  70.525%
18, 0.569,  70.527%
19, 0.561,  71.406%
20, 0.556,  72.079%
21, 0.551,  72.143%
22, 0.548,  72.364%
23, 0.545,  72.776%
24, 0.540,  72.832%
25, 0.536,  73.701%
26, 0.532,  73.531%
27, 0.529,  73.545%
28, 0.523,  74.430%
29, 0.522,  74.398%
30, 0.518,  74.616%
31, 0.515,  74.970%
32, 0.511,  74.877%
33, 0.505,  75.792%
34, 0.505,  75.836%
35, 0.500,  76.036%
36, 0.500,  76.051%
37, 0.492,  76.459%
38, 0.492,  76.451%
39, 0.488,  76.606%
40, 0.487,  76.754%
41, 0.486,  76.933%
42, 0.478,  77.426%
43, 0.476,  77.638%
44, 0.475,  77.709%
45, 0.465,  78.568%
46, 0.469,  78.127%
47, 0.469,  78.016%
48, 0.465,  78.453%
49, 0.461,  78.669%
50, 0.460,  78.695%
51, 0.462,  78.374%
52, 0.456,  79.067%
53, 0.452,  79.091%
54, 0.458,  78.576%
55, 0.446,  79.689%
56, 0.447,  79.469%
57, 0.445,  79.414%
58, 0.439,  79.816%
59, 0.445,  79.436%
60, 0.443,  79.709%
61, 0.432,  80.374%
62, 0.442,  79.608%
63, 0.435,  80.024%
64, 0.436,  79.774%
65, 0.432,  80.281%
66, 0.442,  79.406%
67, 0.435,  79.917%
68, 0.425,  80.754%
69, 0.425,  80.703%
70, 0.428,  80.305%
71, 0.420,  81.000%
72, 0.423,  80.929%
73, 0.416,  81.188%
74, 0.420,  80.820%
75, 0.417,  81.174%
76, 0.419,  80.699%
77, 0.416,  80.863%
78, 0.414,  81.321%
79, 0.407,  81.685%
80, 0.416,  81.251%
81, 0.413,  81.277%
82, 0.410,  81.388%
83, 0.404,  81.685%
84, 0.412,  81.166%
85, 0.409,  81.339%
86, 0.409,  81.463%
87, 0.406,  81.455%
88, 0.402,  82.032%
89, 0.414,  80.909%
90, 0.409,  81.446%
91, 0.405,  81.814%
92, 0.396,  82.418%
93, 0.410,  81.408%
94, 0.397,  82.166%
95, 0.398,  82.079%
96, 0.400,  81.830%
97, 0.397,  82.053%
98, 0.394,  82.329%
99, 0.406,  81.535%
100, 0.400,  81.947%
101, 0.402,  81.855%
102, 0.397,  82.004%
103, 0.394,  82.236%
104, 0.394,  82.012%
105, 0.390,  82.663%
106, 0.393,  82.222%
107, 0.392,  82.457%
108, 0.391,  82.406%
109, 0.389,  82.505%
110, 0.395,  82.139%
111, 0.394,  82.216%
112, 0.384,  82.867%
113, 0.388,  82.661%
114, 0.397,  82.131%
115, 0.386,  82.624%
116, 0.385,  82.768%
117, 0.387,  82.434%
118, 0.389,  82.461%
119, 0.386,  82.737%
120, 0.387,  82.624%
121, 0.384,  82.717%
122, 0.380,  83.006%
123, 0.388,  82.440%
124, 0.383,  82.897%
125, 0.388,  82.535%
126, 0.387,  82.602%
127, 0.378,  83.040%
128, 0.377,  82.931%
129, 0.388,  82.608%
130, 0.386,  82.570%
131, 0.387,  82.511%
132, 0.393,  82.263%
133, 0.389,  82.440%
134, 0.390,  82.335%
135, 0.381,  82.838%
136, 0.384,  82.826%
137, 0.383,  82.790%
138, 0.382,  82.992%
139, 0.381,  82.861%
140, 0.376,  83.259%
141, 0.384,  82.671%
142, 0.371,  83.713%
143, 0.384,  82.606%
144, 0.386,  82.487%
145, 0.379,  82.998%
146, 0.384,  82.766%
147, 0.377,  83.285%
148, 0.379,  83.000%
149, 0.379,  82.907%
150, 0.376,  83.206%
151, 0.374,  83.255%
152, 0.381,  82.764%
153, 0.380,  82.808%
154, 0.367,  83.687%
155, 0.373,  83.509%
156, 0.371,  83.572%
157, 0.376,  83.331%
158, 0.378,  83.095%
159, 0.375,  83.277%
160, 0.373,  83.349%
161, 0.371,  83.327%
162, 0.374,  83.352%
163, 0.361,  83.962%
164, 0.376,  83.093%
165, 0.367,  83.640%
166, 0.379,  82.984%
167, 0.381,  82.796%
168, 0.370,  83.410%
169, 0.374,  83.093%
170, 0.383,  82.816%
171, 0.366,  83.780%
172, 0.376,  83.176%
173, 0.372,  83.277%
174, 0.367,  83.699%
175, 0.368,  83.554%
176, 0.372,  83.418%
177, 0.372,  83.489%
178, 0.373,  83.251%
179, 0.372,  83.438%
180, 0.366,  83.770%
181, 0.370,  83.632%
182, 0.376,  83.057%
183, 0.378,  83.081%
184, 0.369,  83.404%
185, 0.364,  83.855%
186, 0.373,  83.343%
187, 0.379,  83.018%
188, 0.368,  83.394%
189, 0.370,  83.624%
190, 0.373,  83.259%
191, 0.374,  83.259%
192, 0.363,  83.828%
193, 0.367,  83.644%
194, 0.379,  82.891%
195, 0.379,  82.988%
196, 0.364,  83.816%
197, 0.370,  83.448%
198, 0.360,  83.986%
199, 0.365,  83.665%
200, 0.374,  83.418%
201, 0.371,  83.259%
202, 0.361,  84.081%
203, 0.360,  84.032%
204, 0.359,  84.123%
205, 0.365,  83.697%
206, 0.362,  83.917%
207, 0.370,  83.408%
208, 0.374,  83.212%
209, 0.381,  83.004%
210, 0.361,  83.923%
211, 0.365,  83.758%
212, 0.366,  83.632%
213, 0.363,  83.747%
214, 0.354,  84.434%
215, 0.354,  84.285%
216, 0.361,  83.907%
217, 0.369,  83.515%
218, 0.360,  83.952%
219, 0.357,  84.224%
220, 0.362,  83.976%
221, 0.363,  83.978%
222, 0.374,  83.364%
223, 0.366,  83.634%
224, 0.363,  83.873%
225, 0.368,  83.614%
226, 0.364,  83.711%
227, 0.359,  84.071%
228, 0.360,  83.996%
229, 0.377,  82.923%
230, 0.357,  84.206%
231, 0.357,  84.238%
232, 0.362,  83.865%
233, 0.357,  84.085%
234, 0.362,  83.848%
235, 0.362,  83.786%
236, 0.366,  83.802%
237, 0.362,  83.889%
238, 0.358,  84.194%
239, 0.365,  83.612%
240, 0.359,  84.016%
241, 0.374,  83.152%
242, 0.360,  83.968%
243, 0.365,  83.762%
244, 0.360,  83.943%
245, 0.368,  83.451%
246, 0.354,  84.305%
247, 0.365,  83.824%
248, 0.358,  84.251%
249, 0.363,  83.879%
250, 0.354,  84.317%
251, 0.356,  84.137%
252, 0.369,  83.539%
253, 0.358,  84.053%
254, 0.360,  84.135%
255, 0.361,  84.109%
256, 0.359,  84.190%
257, 0.357,  84.279%
258, 0.347,  84.549%
259, 0.354,  84.226%
260, 0.358,  84.216%
261, 0.360,  84.008%
262, 0.354,  84.269%
263, 0.365,  83.610%
264, 0.357,  84.204%
265, 0.359,  84.093%
266, 0.358,  84.152%
267, 0.352,  84.360%
268, 0.362,  84.109%
269, 0.363,  83.943%
270, 0.355,  84.271%
271, 0.360,  83.970%
272, 0.358,  84.273%
273, 0.356,  84.309%
274, 0.360,  83.885%
275, 0.367,  83.644%
276, 0.358,  84.184%
277, 0.360,  84.000%
278, 0.354,  84.552%
