Epoch, Loss, Acc
0, 0.723,  49.588%
1, 0.695,  52.048%
2, 0.681,  54.087%
3, 0.669,  56.731%
4, 0.663,  57.228%
5, 0.652,  59.685%
6, 0.643,  61.075%
7, 0.633,  62.107%
8, 0.626,  63.624%
9, 0.622,  64.073%
10, 0.616,  64.919%
11, 0.611,  65.901%
12, 0.608,  66.230%
13, 0.601,  67.020%
14, 0.595,  67.865%
15, 0.591,  68.347%
16, 0.586,  68.731%
17, 0.580,  69.020%
18, 0.575,  69.531%
19, 0.571,  70.267%
20, 0.566,  70.602%
21, 0.560,  70.861%
22, 0.558,  71.592%
23, 0.553,  72.335%
24, 0.543,  72.671%
25, 0.539,  72.701%
26, 0.541,  72.752%
27, 0.533,  73.521%
28, 0.531,  73.396%
29, 0.524,  74.036%
30, 0.520,  74.438%
31, 0.520,  74.119%
32, 0.518,  74.366%
33, 0.515,  74.735%
34, 0.509,  75.253%
35, 0.503,  75.851%
36, 0.502,  75.739%
37, 0.499,  75.842%
38, 0.491,  76.651%
39, 0.491,  76.446%
40, 0.489,  76.661%
41, 0.489,  76.776%
42, 0.480,  77.370%
43, 0.471,  78.063%
44, 0.477,  77.311%
45, 0.469,  77.988%
46, 0.473,  77.653%
47, 0.473,  77.828%
48, 0.463,  78.337%
49, 0.464,  78.347%
50, 0.462,  78.560%
51, 0.454,  79.103%
52, 0.456,  78.875%
53, 0.458,  78.653%
54, 0.450,  79.257%
55, 0.445,  79.438%
56, 0.452,  78.699%
57, 0.441,  79.554%
58, 0.439,  79.925%
59, 0.439,  80.057%
60, 0.436,  79.915%
61, 0.430,  80.323%
62, 0.438,  79.788%
63, 0.430,  80.339%
64, 0.433,  80.218%
65, 0.428,  80.586%
66, 0.426,  80.390%
67, 0.431,  80.216%
68, 0.419,  80.844%
69, 0.429,  80.305%
70, 0.434,  80.135%
71, 0.420,  80.715%
72, 0.418,  80.941%
73, 0.424,  80.715%
74, 0.419,  80.972%
75, 0.416,  81.123%
76, 0.419,  80.903%
77, 0.405,  81.663%
78, 0.404,  81.697%
79, 0.404,  81.812%
80, 0.421,  80.632%
81, 0.416,  80.806%
82, 0.414,  81.097%
83, 0.412,  81.172%
84, 0.407,  81.386%
85, 0.402,  81.915%
86, 0.405,  81.568%
87, 0.404,  81.749%
88, 0.401,  81.772%
89, 0.391,  82.533%
90, 0.409,  81.119%
91, 0.406,  81.673%
92, 0.393,  82.176%
93, 0.400,  81.749%
94, 0.396,  82.135%
95, 0.404,  81.525%
96, 0.397,  82.103%
97, 0.387,  82.612%
98, 0.395,  82.109%
99, 0.392,  82.374%
100, 0.393,  82.196%
101, 0.386,  82.539%
102, 0.399,  81.941%
103, 0.398,  81.970%
104, 0.391,  82.251%
105, 0.391,  82.461%
106, 0.389,  82.380%
107, 0.391,  82.394%
108, 0.394,  82.057%
109, 0.383,  82.840%
110, 0.381,  82.968%
111, 0.394,  82.133%
112, 0.389,  82.446%
113, 0.383,  82.691%
114, 0.399,  81.828%
115, 0.395,  82.040%
116, 0.399,  81.899%
117, 0.384,  82.915%
118, 0.390,  82.358%
119, 0.389,  82.475%
120, 0.376,  83.459%
121, 0.380,  83.065%
122, 0.381,  82.923%
123, 0.382,  82.778%
124, 0.382,  82.814%
125, 0.384,  82.721%
126, 0.380,  83.067%
127, 0.377,  83.291%
128, 0.382,  82.879%
129, 0.380,  83.018%
130, 0.383,  82.859%
131, 0.383,  82.875%
132, 0.376,  83.244%
133, 0.380,  83.022%
134, 0.389,  82.481%
135, 0.389,  82.459%
136, 0.375,  83.271%
137, 0.374,  83.293%
138, 0.380,  82.982%
139, 0.376,  83.287%
140, 0.384,  82.818%
141, 0.380,  82.945%
142, 0.376,  83.301%
143, 0.384,  82.630%
144, 0.390,  82.295%
145, 0.382,  82.784%
146, 0.388,  82.632%
147, 0.378,  83.073%
148, 0.375,  83.293%
149, 0.378,  82.929%
150, 0.369,  83.630%
151, 0.382,  82.715%
152, 0.380,  83.006%
153, 0.379,  82.976%
154, 0.371,  83.525%
155, 0.372,  83.620%
156, 0.373,  83.291%
157, 0.376,  83.333%
158, 0.373,  83.558%
159, 0.368,  83.832%
160, 0.386,  82.517%
161, 0.367,  83.499%
162, 0.377,  83.255%
163, 0.379,  82.929%
164, 0.378,  83.190%
165, 0.372,  83.594%
166, 0.372,  83.386%
167, 0.374,  83.315%
168, 0.372,  83.426%
169, 0.379,  82.871%
170, 0.374,  83.360%
171, 0.357,  84.362%
172, 0.375,  83.038%
173, 0.377,  83.131%
174, 0.375,  83.218%
175, 0.381,  82.893%
176, 0.368,  83.493%
177, 0.367,  83.749%
178, 0.376,  83.010%
179, 0.372,  83.356%
180, 0.377,  82.919%
181, 0.375,  83.115%
182, 0.369,  83.626%
183, 0.370,  83.651%
184, 0.366,  83.624%
185, 0.369,  83.578%
186, 0.369,  83.729%
187, 0.366,  83.842%
188, 0.364,  83.812%
189, 0.365,  83.758%
190, 0.362,  83.903%
191, 0.358,  84.180%
192, 0.361,  84.036%
193, 0.362,  83.929%
194, 0.365,  83.648%
195, 0.363,  83.701%
196, 0.367,  83.648%
197, 0.367,  83.562%
198, 0.373,  83.313%
199, 0.368,  83.592%
200, 0.377,  83.131%
201, 0.362,  83.786%
202, 0.365,  83.689%
203, 0.373,  83.255%
204, 0.357,  84.265%
205, 0.360,  84.160%
206, 0.365,  83.574%
207, 0.362,  83.749%
208, 0.368,  83.956%
209, 0.370,  83.331%
210, 0.368,  83.646%
211, 0.370,  83.366%
212, 0.363,  83.879%
213, 0.359,  83.927%
214, 0.358,  84.216%
215, 0.368,  83.830%
216, 0.367,  83.737%
217, 0.370,  83.485%
218, 0.360,  83.921%
219, 0.363,  83.584%
220, 0.362,  83.952%
221, 0.363,  83.828%
222, 0.362,  83.879%
223, 0.358,  84.184%
224, 0.369,  83.438%
225, 0.354,  84.543%
226, 0.361,  83.873%
227, 0.365,  83.780%
228, 0.368,  83.642%
229, 0.356,  84.048%
230, 0.361,  84.022%
231, 0.359,  84.210%
232, 0.363,  83.903%
233, 0.360,  84.036%
234, 0.357,  84.117%
235, 0.365,  83.756%
236, 0.361,  83.899%
237, 0.356,  84.196%
238, 0.355,  84.289%
239, 0.367,  83.659%
240, 0.360,  84.095%
241, 0.365,  83.568%
242, 0.365,  83.826%
243, 0.349,  84.758%
244, 0.349,  84.562%
245, 0.356,  84.263%
246, 0.364,  83.865%
247, 0.357,  84.248%
248, 0.370,  83.378%
249, 0.361,  83.816%
250, 0.366,  83.747%
251, 0.350,  84.501%
252, 0.359,  83.988%
253, 0.362,  83.903%
254, 0.355,  84.422%
255, 0.361,  84.137%
256, 0.364,  83.933%
257, 0.367,  83.634%
258, 0.357,  84.166%
259, 0.351,  84.463%
260, 0.354,  84.299%
261, 0.350,  84.659%
262, 0.363,  83.901%
263, 0.346,  84.659%
