0, 0, 0.700, 0.504
0, 1, 0.695, 0.515
0, 2, 0.689, 0.541
0, 3, 0.685, 0.544
0, 4, 0.680, 0.567
0, 5, 0.680, 0.563
0, 6, 0.677, 0.567
0, 7, 0.673, 0.579
0, 8, 0.672, 0.575
0, 9, 0.669, 0.585
0, 10, 0.665, 0.591
0, 11, 0.662, 0.596
0, 12, 0.661, 0.594
0, 13, 0.660, 0.588
0, 14, 0.657, 0.599
0, 15, 0.653, 0.611
0, 16, 0.652, 0.610
0, 17, 0.649, 0.614
0, 18, 0.646, 0.619
0, 19, 0.644, 0.625
0, 20, 0.640, 0.624
0, 21, 0.637, 0.628
0, 22, 0.637, 0.632
0, 23, 0.634, 0.635
0, 24, 0.630, 0.638
0, 25, 0.633, 0.638
0, 26, 0.625, 0.648
0, 27, 0.626, 0.649
0, 28, 0.621, 0.656
0, 29, 0.625, 0.648
0, 30, 0.619, 0.654
0, 31, 0.614, 0.657
0, 32, 0.617, 0.657
0, 33, 0.612, 0.663
0, 34, 0.609, 0.668
0, 35, 0.608, 0.671
0, 36, 0.604, 0.676
0, 37, 0.600, 0.680
0, 38, 0.601, 0.677
0, 39, 0.600, 0.679
0, 40, 0.599, 0.678
0, 41, 0.595, 0.684
0, 42, 0.598, 0.677
0, 43, 0.592, 0.688
0, 44, 0.589, 0.690
0, 45, 0.585, 0.694
0, 46, 0.585, 0.692
0, 47, 0.583, 0.695
0, 48, 0.581, 0.693
0, 49, 0.580, 0.697
0, 50, 0.578, 0.701
0, 51, 0.578, 0.700
0, 52, 0.579, 0.697
0, 53, 0.570, 0.707
0, 54, 0.569, 0.713
0, 55, 0.565, 0.714
0, 56, 0.565, 0.712
0, 57, 0.563, 0.715
0, 58, 0.567, 0.709
0, 59, 0.563, 0.714
0, 60, 0.562, 0.716
0, 61, 0.559, 0.716
0, 62, 0.558, 0.719
0, 63, 0.556, 0.721
0, 64, 0.557, 0.715
0, 65, 0.552, 0.720
0, 66, 0.551, 0.725
0, 67, 0.549, 0.727
0, 68, 0.551, 0.723
0, 69, 0.546, 0.727
0, 70, 0.541, 0.731
0, 71, 0.542, 0.731
0, 72, 0.539, 0.735
0, 73, 0.538, 0.734
0, 74, 0.539, 0.736
0, 75, 0.535, 0.739
0, 76, 0.535, 0.736
0, 77, 0.534, 0.737
0, 78, 0.534, 0.736
0, 79, 0.531, 0.739
0, 80, 0.531, 0.735
0, 81, 0.523, 0.745
0, 82, 0.526, 0.741
0, 83, 0.524, 0.745
0, 84, 0.523, 0.745
0, 85, 0.520, 0.748
0, 86, 0.520, 0.747
0, 87, 0.517, 0.751
0, 88, 0.519, 0.747
0, 89, 0.515, 0.749
0, 90, 0.517, 0.749
0, 91, 0.515, 0.752
0, 92, 0.514, 0.751
0, 93, 0.512, 0.752
0, 94, 0.512, 0.754
0, 95, 0.509, 0.755
0, 96, 0.508, 0.756
0, 97, 0.507, 0.752
0, 98, 0.503, 0.759
0, 99, 0.500, 0.760
0, 100, 0.500, 0.761
0, 101, 0.499, 0.759
0, 102, 0.499, 0.761
0, 103, 0.495, 0.763
0, 104, 0.499, 0.762
0, 105, 0.492, 0.765
0, 106, 0.497, 0.762
0, 107, 0.493, 0.769
0, 108, 0.495, 0.763
0, 109, 0.494, 0.762
0, 110, 0.491, 0.766
0, 111, 0.488, 0.771
0, 112, 0.485, 0.771
0, 113, 0.485, 0.771
0, 114, 0.487, 0.769
0, 115, 0.481, 0.773
0, 116, 0.483, 0.772
0, 117, 0.480, 0.775
0, 118, 0.479, 0.775
0, 119, 0.480, 0.775
0, 120, 0.473, 0.781
0, 121, 0.479, 0.773
0, 122, 0.477, 0.778
0, 123, 0.476, 0.776
0, 124, 0.474, 0.777
0, 125, 0.471, 0.780
0, 126, 0.468, 0.786
0, 127, 0.474, 0.778
0, 128, 0.473, 0.779
0, 129, 0.461, 0.789
0, 130, 0.471, 0.781
0, 131, 0.459, 0.789
0, 132, 0.465, 0.786
0, 133, 0.459, 0.789
0, 134, 0.463, 0.784
0, 135, 0.459, 0.787
0, 136, 0.464, 0.787
0, 137, 0.464, 0.783
0, 138, 0.459, 0.788
0, 139, 0.455, 0.792
0, 140, 0.454, 0.791
0, 141, 0.453, 0.793
0, 142, 0.453, 0.793
0, 143, 0.459, 0.791
0, 144, 0.454, 0.790
0, 145, 0.449, 0.795
0, 146, 0.451, 0.793
0, 147, 0.448, 0.797
0, 148, 0.446, 0.798
0, 149, 0.446, 0.797
0, 150, 0.446, 0.796
0, 151, 0.452, 0.794
0, 152, 0.444, 0.800
0, 153, 0.441, 0.801
0, 154, 0.435, 0.806
0, 155, 0.436, 0.805
0, 156, 0.432, 0.805
0, 157, 0.436, 0.802
0, 158, 0.442, 0.798
0, 159, 0.441, 0.798
0, 160, 0.433, 0.803
0, 161, 0.431, 0.806
0, 162, 0.430, 0.807
0, 163, 0.431, 0.803
0, 164, 0.432, 0.806
0, 165, 0.431, 0.805
0, 166, 0.426, 0.809
0, 167, 0.429, 0.806
0, 168, 0.428, 0.809
0, 169, 0.420, 0.811
0, 170, 0.423, 0.810
0, 171, 0.417, 0.813
0, 172, 0.429, 0.806
0, 173, 0.420, 0.812
0, 174, 0.417, 0.814
0, 175, 0.415, 0.815
0, 176, 0.431, 0.803
0, 177, 0.413, 0.817
0, 178, 0.420, 0.810
0, 179, 0.414, 0.816
0, 180, 0.413, 0.816
0, 181, 0.407, 0.823
0, 182, 0.415, 0.815
0, 183, 0.410, 0.818
0, 184, 0.404, 0.823
0, 185, 0.405, 0.820
0, 186, 0.410, 0.818
0, 187, 0.408, 0.820
0, 188, 0.407, 0.819
0, 189, 0.413, 0.815
0, 190, 0.403, 0.823
0, 191, 0.406, 0.822
0, 192, 0.410, 0.818
0, 193, 0.406, 0.818
0, 194, 0.406, 0.818
0, 195, 0.406, 0.819
0, 196, 0.407, 0.819
0, 197, 0.399, 0.824
0, 198, 0.391, 0.829
0, 199, 0.412, 0.815
0, 200, 0.406, 0.820
0, 201, 0.398, 0.826
0, 202, 0.401, 0.822
0, 203, 0.403, 0.820
0, 204, 0.400, 0.823
0, 205, 0.404, 0.818
0, 206, 0.392, 0.829
0, 207, 0.393, 0.828
0, 208, 0.403, 0.821
0, 209, 0.389, 0.830
0, 210, 0.398, 0.822
0, 211, 0.398, 0.822
0, 212, 0.392, 0.827
0, 213, 0.381, 0.836
0, 214, 0.394, 0.826
0, 215, 0.385, 0.831
0, 216, 0.388, 0.830
0, 217, 0.387, 0.829
0, 218, 0.382, 0.833
0, 219, 0.392, 0.823
0, 220, 0.375, 0.835
0, 221, 0.378, 0.833
0, 222, 0.390, 0.826
0, 223, 0.387, 0.830
0, 224, 0.401, 0.820
0, 225, 0.395, 0.822
0, 226, 0.393, 0.823
0, 227, 0.385, 0.831
0, 228, 0.392, 0.824
0, 229, 0.378, 0.835
0, 230, 0.399, 0.821
0, 231, 0.383, 0.830
0, 232, 0.393, 0.825
0, 233, 0.380, 0.834
0, 234, 0.378, 0.833
0, 235, 0.386, 0.830
0, 236, 0.387, 0.828
0, 237, 0.391, 0.826
0, 238, 0.380, 0.831
0, 239, 0.389, 0.827
0, 240, 0.382, 0.831
0, 241, 0.386, 0.829
0, 242, 0.383, 0.830
0, 243, 0.377, 0.833
0, 244, 0.383, 0.830
0, 245, 0.376, 0.834
0, 246, 0.380, 0.831
0, 247, 0.371, 0.838
0, 248, 0.387, 0.827
0, 249, 0.369, 0.838
0, 250, 0.369, 0.839
0, 251, 0.372, 0.836
0, 252, 0.383, 0.831
0, 253, 0.382, 0.831
0, 254, 0.361, 0.842
0, 255, 0.371, 0.837
0, 256, 0.373, 0.837
0, 257, 0.375, 0.834
0, 258, 0.379, 0.832
0, 259, 0.376, 0.835
0, 260, 0.370, 0.838
0, 261, 0.372, 0.838
0, 262, 0.388, 0.827
0, 263, 0.387, 0.825
0, 264, 0.366, 0.839
0, 265, 0.369, 0.838
0, 266, 0.378, 0.832
0, 267, 0.368, 0.839
0, 268, 0.373, 0.836
0, 269, 0.357, 0.845
0, 270, 0.370, 0.836
0, 271, 0.366, 0.841
0, 272, 0.363, 0.840
0, 273, 0.370, 0.836
0, 274, 0.373, 0.835
0, 275, 0.365, 0.840
0, 276, 0.365, 0.839
0, 277, 0.361, 0.842
0, 278, 0.377, 0.832
0, 279, 0.371, 0.837
0, 280, 0.365, 0.840
0, 281, 0.354, 0.847
